airport_1,airport_2,nsmiles
PVD,JFK,209
DTW,RDU,501
DEN,IAD,1491
HOU,RNO,1553
JFK,SBN,690
PHF,SEA,2437
ATL,MHT,952
RDU,SJC,2400
BUR,TPA,2158
COS,EFD,836
ORD,LIT,552
BHM,BWI,682
LGB,PHL,2401
AUS,BUR,1242
CHS,DAL,987
IND,SWF,700
ORD,ROC,528
FLL,SFO,2585
IAH,MEM,484
DTW,DCA,409
BOS,PBI,1222
FLL,PHL,1013
OMA,IAD,1025
SAV,IAD,549
OKC,SFO,1384
DTW,MSY,946
JAX,IAD,663
SNA,MRY,302
PHX,DCA,1998
ATL,ORD,606
ISP,OKC,1381
ATL,DFW,732
FLL,RIC,826
DTW,ISP,540
BHM,JFK,902
DEN,OAK,967
MHT,SNA,2611
AUS,MHT,1698
RNO,SFO,192
LGB,MSP,1536
ORD,SRQ,1050
MDW,ONT,1751
DAL,PHX,879
CHS,BWI,472
PHF,SAN,2330
LGA,SAC,2553
MIA,SJC,2585
CHI,SRQ,1050
LAS,SFO,414
HSV,DCA,640
MCI,SEA,1489
HOU,SWF,1465
BLI,ONT,1071
DFW,BDL,1471
MSP,DCA,936
GRR,EWR,656
MHT,MSP,1124
BUR,SAC,404
PHL,SJC,2521
COS,ONT,833
EGE,SWF,1779
MEM,WAS,787
LGB,SAT,1211
MEM,SFO,1807
ORD,LIT,552
DFW,LIT,304
HPN,RNO,2443
MDW,LGA,773
ORF,TPA,722
SNA,IAD,2329
DAL,GRR,931
LAS,PIE,1984
HOU,BUR,1390
PDX,OAK,569
BHM,MDW,584
DFW,MFE,468
DEN,SFO,967
DFW,JAX,919
PVD,NYC,209
SNA,HPN,2510
LGA,PIE,1048
DTW,FLL,1145
JFK,OAK,2619
RSW,LGA,1120
SFO,SEA,697
MDW,PHF,717
OAK,IAD,2457
BUR,IAD,2329
CAE,HPN,648
AUS,DCA,1340
LAS,ISP,2283
TUS,DCA,1976
LGA,PHX,2189
LAX,RIC,2305
SNA,STL,1592
SWF,ILM,541
DAL,OKC,181
DAL,LGA,1428
DET,EWR,540
MHT,HOU,1609
ORF,OAK,2519
MDW,HOU,945
SJC,STL,1736
IAH,IAD,1246
DAL,JAX,918
ORD,JFK,773
GSO,MIA,710
SWF,TPA,1048
JFK,BWI,249
JFK,PDX,2482
CHS,MDW,760
LAX,MKE,1756
RNO,OAK,192
GSP,SWF,643
ABQ,DFW,580
ISP,ILM,541
MSP,PIE,1307
BOS,PBI,1222
BOS,ROC,343
CLE,LGB,2073
DEN,MCI,533
ISP,SFO,2619
CLE,EFD,1107
BUR,PIT,2136
PVD,PHL,289
PVD,ORF,487
MCI,SNA,1363
NYC,RDU,463
MHT,PBI,1222
PVD,CLE,563
BOS,SJC,2704
CAK,PBI,1020
SDF,SWF,699
CAK,MCO,895
SNA,SDF,1842
CLE,TPA,932
MHT,CLE,563
IAH,ORF,1209
EUG,OAK,471
MHT,MDW,867
DFW,STL,551
HOU,PDX,1843
BWI,PBI,883
BDL,WAS,326
ISP,SAT,1624
IAD,PBI,883
ONT,RDU,2239
HOU,SFO,1649
HOU,MCO,854
SWF,IAD,265
RSW,ONT,2238
OMA,DCA,1025
MKE,LGA,777
MEM,LGA,1002
GRR,LAX,1874
IAD,ICT,1129
CAK,RDU,416
LAS,ISP,2283
TUS,WAS,1976
LAS,BWI,2106
PVD,SLC,2105
LGA,RDU,463
MDW,PBI,1144
ONT,RDU,2239
MDW,LIT,552
SNA,SLC,590
IAH,SNA,1397
SMF,SLC,532
MHT,PBI,1222
MEM,IAD,787
AUS,LGA,1556
BUF,TPA,1054
ATL,EWR,795
FLL,HPN,1139
DFW,PHX,879
MSY,ISP,1218
DAL,IAH,247
FAR,PHX,1225
HOU,DCA,1246
BUR,PIT,2136
LAX,MFR,659
HPN,SRQ,1085
CVG,ISP,626
HPN,MCO,989
CHI,MCI,407
ORD,OMA,423
BOI,PHX,735
IAH,AZA,1020
EFD,IAD,1246
MDW,OKC,695
MDW,DFW,802
BOS,MSY,1371
BDL,HOU,1519
SWF,SAN,2481
MHT,ORF,487
BTR,IAH,255
ONT,LGA,2510
PHX,SFO,651
JAX,ISP,870
PVD,MKE,860
ONT,ICT,1203
PHX,SLC,507
CLT,LAX,2125
BOS,CAK,563
EWR,SJC,2619
SNA,JFK,2510
TPA,DCA,842
IAH,MAF,449
PVD,MSY,1371
DAL,HOU,247
BOS,PHF,487
MSY,HPN,1218
ORD,MEM,491
ISP,SAT,1624
ISP,PHF,337
HOU,LGA,1465
ABQ,LGA,1861
ORD,DEN,895
BUF,SWF,326
SNA,TPA,2158
CLE,LAX,2073
PVD,SJC,2704
ONT,MSY,1671
MEM,ISP,1002
SWF,TPA,1048
GEG,DCA,2111
MCO,BWI,787
OKC,IAD,1180
MEM,IAD,787
SNA,GEG,962
DTW,SFO,2079
RSW,SFO,2481
CHI,MSY,837
EFD,MCO,853
DAY,SNA,1925
MEM,SJC,1807
DFW,FLL,1121
BDL,SNA,2527
ATL,ISP,795
DAL,BNA,631
IAH,BNA,670
DAL,MSP,853
JFK,RIC,325
ONT,IAD,2329
ORD,DTW,235
LGB,OMA,1330
MHT,HOU,1609
ISP,OAK,2619
SDF,TPA,727
BUR,OKC,1187
MSP,PHX,1276
LGB,BNA,1797
BHM,ISP,902
MKE,JFK,777
CAK,MIA,1080
IAH,SNA,1390
HPN,IAD,265
PVD,BWI,418
CMH,BUR,1996
JFK,ROA,440
CVG,OAK,2036
CAK,SNA,2073
ABQ,PVD,1974
DFW,SAN,1182
DAY,ONT,1925
HOU,BWI,1246
LAX,IAD,2329
PVD,SJC,2704
MDW,BDL,783
ORD,JFK,773
MHT,CLE,563
PHF,TPA,722
CAK,IND,269
PHF,BWI,159
CLT,HOU,920
CLE,ISP,458
SWF,ORF,337
ISP,RIC,325
ATL,DCA,576
MIA,BNA,806
BOS,ONT,2611
CLT,IAD,361
ISP,TPA,1048
BUF,DAL,1212
CAK,DCA,314
DTW,NYC,540
DAL,SFO,1476
DAL,EWR,1428
CLT,SWF,575
DFW,STL,550
LAS,TPA,1984
BNA,LGA,803
SMF,IAD,2395
GRR,LAX,1874
SEA,WAS,2335
ORD,JAN,677
DFW,PIT,1068
BHM,DAL,597
MEM,ISP,1002
MIA,SAT,1145
DFW,MSY,448
PHX,SFO,651
SLC,SJC,599
TYS,DCA,464
SNA,ROC,2272
SJC,STL,1736
ONT,MIA,2342
LAS,PIE,1984
LAX,SDF,1842
PVD,BNA,943
CLE,LGA,459
MHT,IAH,1609
SWF,SAN,2481
BNA,EWR,803
MIA,MSP,1501
BOS,SEA,2496
EWR,PIT,376
MIA,DCA,946
BNA,ISP,803
AUS,EWR,1559
MHT,ISP,209
MCO,OAK,2445
CVG,HPN,626
HPN,SAV,756
MCO,PIT,834
ORF,SAN,2330
EWR,SLC,2021
ABQ,MDW,1121
ATL,SFO,2139
BUF,SWF,326
CLE,SEA,2055
DAL,JFK,1428
RDU,TPA,587
MSP,JFK,1057
ORD,LGA,773
SWF,TPA,1055
RSW,BDL,1180
BDL,EFD,1519
DFW,OMA,583
FLL,TLH,403
SYR,TPA,1111
ONT,MIA,2342
PIT,SFO,2254
AUS,FLL,1105
DSM,LGB,1447
DFW,TUS,824
PVD,HPN,209
BOS,CHI,867
LAS,PHX,256
SNA,MIA,2342
ABQ,OAK,896
ABQ,ORD,1121
HOU,EWR,1465
HOU,MEM,484
SWF,SAV,757
ATL,CAK,554
TYS,ISP,684
MHT,SNA,2611
SNA,SWF,2510
ATL,HOU,696
PVD,PHX,2300
OKC,PHX,833
DEN,SJC,956
OAK,BWI,2457
MHT,OKC,1505
DFW,HRL,461
PVD,PIT,496
JAX,OAK,2366
MIA,TPA,204
FLL,RIC,826
MSY,ORF,939
PVD,STL,1047
ISP,ORF,337
SNA,SMF,404
MDW,MDT,594
BOS,ROC,343
SWF,ORF,337
DFW,PBI,1102
DAY,LGA,590
CLE,HPN,458
BUR,RDU,2239
IAH,TPA,787
ELP,ONT,714
MCI,SWF,1148
BHM,LGB,1815
HOU,OKC,419
MSN,LGA,850
SAN,SJC,447
TPA,PBI,174
EUG,OAK,471
MDW,IAH,945
BHM,DTW,625
PVD,RSW,1272
DAY,SNA,1925
HOU,MSY,305
DAB,EWR,935
ORD,MSP,349
DEN,MIA,1709
DTW,FLL,1150
MCI,LAX,1363
DTW,HOU,1092
ONT,OMA,1330
OKC,OAK,1384
SDF,HPN,699
ORD,LGB,1751
CLT,PHX,1773
ORD,OAK,1855
DAY,EWR,590
COS,DAL,603
FLL,PDX,2700
LGB,DCA,2329
FLL,PHL,1013
TYS,ISP,684
CLE,PHL,363
MHT,MKE,860
SFO,PBI,2567
CHS,WAS,472
ONT,PDX,859
BNA,DCA,587
DFW,PHL,1303
DTW,SNA,1979
RSW,JFK,1120
DFW,MSP,853
MSP,IAD,936
IAH,BWI,1246
MKE,IAD,641
ORD,PIT,412
MIA,PIT,1013
AZA,SLC,516
MDW,DAY,240
MIA,LGA,1139
ELP,SNA,714
BUR,SMF,404
MKE,SJC,1845
ALB,IAD,325
PVD,MCI,1256
EWR,PHF,337
IND,JFK,700
ONT,TUS,453
MSN,SWF,850
ONT,HPN,2510
SJC,TPA,2393
MCO,BWI,787
LAX,RDU,2239
MCI,PHL,1038
PHX,ICT,870
SWF,TPA,1048
CLE,OAK,2187
EFD,LBB,482
BOS,IAH,1609
CLE,EWR,459
BUF,IAH,1297
MDW,RDU,647
BOS,TUS,2289
IAH,STL,687
BOS,HOU,1609
MYR,HPN,601
BOI,ONT,688
TYS,TPA,550
LAX,PHX,370
CAK,DCA,314
CHS,SNA,2206
ALB,ONT,2468
BOS,SAT,1764
MSP,EWR,1057
CMH,ISP,519
DAY,DCA,406
MDW,MIA,1197
EWR,OKC,1381
PDX,DCA,2358
SNA,MKE,1756
OMA,OAK,1433
DAY,JFK,590
LAX,PDX,859
DAY,BUR,1925
DAY,SNA,1925
HPN,SYR,223
BDL,OAK,2625
LGB,TPA,2158
ABQ,SWF,1861
FLL,OMA,1393
SWF,RNO,2443
ORF,PIT,330
BOS,DTW,632
JAX,SFO,2366
BHM,DAL,597
DSM,LAX,1447
JAX,PHX,1786
LAS,SJC,414
DTW,IND,252
DSM,BWI,910
XNA,ISP,1187
MHT,DEN,1754
CHS,MDW,760
MDW,MCO,1005
MSY,SFO,1911
LGB,FLL,2342
DAL,ELP,562
RDU,DCA,255
CMH,DCA,336
BOS,SWF,209
EWR,OAK,2619
SMF,IAD,2395
MHT,SRQ,1240
ORD,ISP,773
MSP,ISP,1057
CMH,DAL,927
ELP,LGA,1944
LGB,IAD,2329
SWF,SEA,2448
DEN,SWF,1659
LAX,SYR,2351
SAV,BWI,549
LGB,JFK,2510
DAL,LAS,1067
BNA,BWI,587
SLC,IAD,1864
CLE,MIA,1080
MHT,CLE,563
BOS,MIA,1284
DEN,PIE,1506
CAK,MSP,657
SNA,MKE,1756
HOU,LGB,1397
ORD,RIC,642
LAX,STS,399
BOI,SNA,688
MCI,OAK,1499
HOU,SAN,1313
HOU,STL,687
BOS,OAK,2704
DFW,ELP,562
HOU,SAN,1320
PIT,PIE,879
LGB,MSY,1671
PDX,TPA,2497
ORD,ORF,717
JFK,TPA,1048
ATL,ONT,1946
ABQ,DCA,1670
ONT,RNO,415
CLE,MIA,1080
SNA,SEA,978
AUS,FLL,1105
CMH,OAK,2121
CAK,FLL,1080
CLE,BUR,2073
SDF,HPN,699
PIT,SFO,2254
OAK,BWI,2457
LAX,MEM,1619
SWF,PDX,2482
LGB,PHX,370
MHT,LAS,2381
BDL,ONT,2527
MHT,BUR,2611
LAX,MKE,1756
HOU,MCI,666
MHT,LAX,2611
DSM,ONT,1447
CLE,DFW,1023
RSW,BWI,919
ISP,STL,928
PVD,LGB,2611
SFO,PIE,2393
ORD,BUR,1751
MSP,TPA,1307
ONT,LGA,2510
BOS,LGA,209
BUR,STL,1593
MHT,LGA,209
BOS,ROC,343
CLT,DAL,936
DFW,SAN,1171
BOS,CMH,640
BDL,BUR,2527
PVD,TPA,1204
ORD,TUS,1440
HOU,LIT,393
ELP,IAD,1741
MCI,JFK,1148
MDW,SDF,286
ATL,ORD,606
MHT,SJC,2704
SDF,IAD,495
CVG,SNA,1900
ATL,DFW,732
ALB,BWI,325
DFW,AZA,879
BOI,SFO,523
CLT,IAD,361
DEN,LGB,862
CLE,RDU,416
MYR,ISP,601
ELP,DCA,1741
EFD,JAN,359
HOU,MCO,853
IAH,TPA,787
SNA,BWI,2329
MSP,DCA,936
RSW,PIT,966
AMA,HOU,537
CHI,SJC,1855
DAY,SWF,590
SEA,TPA,2520
ABQ,ISP,1861
XNA,BUR,1371
ACY,PVD,291
HSV,BWI,640
ORD,MCI,405
CAE,IAD,438
BOS,PIT,496
SEA,BWI,2335
LGB,MSY,1671
MDW,CLE,343
AUS,OAK,1504
ATL,ORD,606
SDF,ISP,699
DAL,SDF,733
ALB,LAX,2468
EWR,SAN,2481
BHM,MIA,661
DAL,PDX,1626
BTR,HOU,255
CHS,IAD,472
CLE,LGA,458
ORD,LAS,1521
BOS,EWR,209
DSM,EWR,1071
BOS,MSP,1124
PVD,ORD,867
LGB,TUL,1283
SFO,DCA,2457
EWR,ROC,285
CHI,IND,177
DFW,DAY,861
MEM,ISP,1002
CAK,SJC,2187
BTV,IAD,441
ONT,LGA,2510
ECP,BWI,798
LAX,PHL,2402
CLE,RDU,416
MHT,SLC,2105
PHX,OAK,651
BOS,RSW,1272
BUF,LAX,2217
JAX,LAX,2153
MEM,ISP,1002
TYS,EWR,684
MDW,HOU,945
DFW,ELP,562
EUG,SNA,776
MHT,ORF,487
CVG,BUR,1900
DFW,SDF,733
DTW,PHF,529
BUR,GEG,962
MDW,RDU,647
BOS,IAD,418
MHT,PIT,496
STL,DCA,737
BOS,LAS,2381
BUR,SJC,372
CHI,MCO,1005
MHT,CLE,563
SWF,PDX,2482
EWR,OKC,1381
PVD,PHX,2300
RNO,SJC,192
ORD,EWR,773
ONT,DCA,2329
DFW,SEA,1670
ALB,IAD,325
DTW,DCA,408
LGB,WAS,2329
MHT,SFO,2704
MCI,BUR,1363
SAN,BWI,2295
HOU,RDU,1050
MHT,PHX,2300
DAL,ISP,1428
ORD,MCI,405
CLT,BUR,2125
CVG,ONT,1900
FLL,MCO,193
BHM,HOU,570
PVD,TUS,2289
TLH,BWI,745
GRR,LGA,657
MHT,IND,817
DAL,MCI,461
MDW,OAK,1855
RNO,SFO,192
ORF,TPA,722
MYR,EWR,601
PVD,SRQ,1240
HOU,MSY,305
MHT,SJC,2704
ISP,SLC,2021
MHT,FLL,1284
ORD,MCI,405
ORL,RDU,534
ORD,MCI,405
LGB,LGA,2510
BUR,SWF,2510
DTW,ISP,540
MDW,ORF,717
MHT,IAH,1609
IAH,IND,862
DAL,MSY,448
LAX,TPA,2158
DTW,SNA,1979
BOS,IAH,1609
OAK,TUL,1465
EGE,MIA,1811
SNA,BWI,2329
DTW,MIA,1145
SNA,DCA,2329
LAN,LAS,1689
PVD,JAX,1028
BUR,MSP,1536
BDL,BUR,2527
CRP,DAL,354
CLT,TPA,507
SJC,DCA,2457
IAH,OMA,807
CLE,MSP,657
PSP,SFO,421
JFK,TUL,1271
DTW,PHF,529
HOU,IAD,1246
BOS,RDU,625
BUR,MFR,659
MSN,SWF,850
ALB,FLL,1225
DET,BUR,1998
SNA,ORF,2371
ONT,PIT,2136
HPN,ROA,440
RDU,BWI,255
MCO,SJC,2445
BDL,IAD,326
RNO,OAK,192
ORD,SDF,286
MHT,CMH,640
OKC,DCA,1180
LIT,LGB,1494
CAK,LGA,459
DFW,LGB,1235
NYC,PIT,375
PVD,ORD,867
RSW,EWR,1120
CVG,OAK,2036
DFW,VPS,641
FLL,MKE,1259
BUF,SNA,2217
LGA,SLC,2021
MDW,OMA,423
HOU,IAD,1246
JAX,ORF,547
LGA,SAV,757
TPA,DCA,850
AMA,DAL,324
SNA,LGA,2510
STL,DCA,737
PVD,DFW,1562
MIA,PIT,1013
PVD,JFK,209
BOS,MDW,867
MSP,DCA,936
PVD,PHF,487
JFK,ORF,337
CVG,JFK,626
CMH,LGB,1996
GSO,JFK,493
SNA,PIT,2136
DAL,MFE,468
LGB,MSY,1671
RSW,LAX,2238
RNO,OAK,192
BHM,SNA,1815
ORD,SLC,1258
CAK,JFK,458
BOS,IAH,1609
DFW,LBB,293
MDW,TUL,585
LAX,PDX,859
ELP,BUR,714
HOU,MCI,666
CLE,MKE,361
PVD,CHS,836
HOU,SAN,1313
BDL,LGB,2527
MCO,SJC,2445
DTW,EWR,540
DAL,LGA,1428
DAL,SJC,1476
ABQ,LGB,677
EWR,OMA,1188
DEN,BUR,862
CAK,DFW,1023
LGB,GEG,962
AUS,LGA,1556
HOU,SLC,1220
EFD,RDU,1050
DEN,BUR,862
EWR,RIC,325
DFW,PHL,1302
ONT,PBI,2330
BUR,TPA,2158
PHX,DCA,1998
EFD,LIT,393
DAB,LGA,935
BUR,ISP,2510
BOS,MDW,867
GSP,HPN,643
AMA,EFD,545
SNA,OKC,1187
DFW,SNA,1246
MHT,HOU,1609
ORD,SDF,286
TPA,IAD,842
LGB,MFR,659
SNA,PHF,2371
DFW,MSP,852
LAX,MEM,1619
BUR,SMF,404
CAK,IAD,314
DEN,EFD,889
DAL,ELP,562
JAX,TPA,180
LGB,OKC,1187
SAN,BWI,2295
LAS,ONT,236
BNA,HPN,803
DEN,DCA,1491
ISP,TLH,956
OKC,SFO,1384
SWF,PWM,284
CAK,STL,497
HPN,PIT,375
IAH,BWI,1246
ORD,PBI,1144
DTW,SWF,540
MHT,SWF,209
FLL,MSP,1501
BUR,OKC,1187
BUF,MIA,1185
BDL,ONT,2527
CMH,JFK,519
ONT,SAN,109
ONT,NYC,2510
DAL,FLL,1121
FLL,SFO,2585
BOS,IND,817
JFK,SFO,2619
MIA,JFK,1139
EWR,PNS,1063
MDW,SAN,1728
MCI,JFK,1148
MDW,TPA,1012
ORD,ONT,1751
LIT,IAD,912
LAX,SAT,1211
ORD,SDF,287
ONT,ORF,2371
LAX,ICT,1203
DEN,SNA,862
HOU,JFK,1465
BUR,EWR,2510
IAH,MFE,316
ORD,SEA,1733
BUR,OKC,1187
IAH,PHF,1209
MKE,SWF,777
SFO,TPA,2393
LGB,SDF,1842
AUS,OAK,1504
BTV,LGA,267
HOU,SAN,1313
SFO,TPA,2393
DFW,BUR,1246
LGB,SAT,1211
ORD,ONT,1751
MHT,SRQ,1240
ONT,MCO,2217
ORD,PHL,678
ATL,MIA,594
RNO,SJC,192
EFD,MSP,1059
MSY,ORF,939
PHX,SAT,843
JFK,ILM,541
PVD,MSP,1124
CMH,EWR,519
ALB,DCA,325
MCI,SNA,1363
CAK,PHL,363
ORD,SAT,1042
ATL,ORF,516
MDW,MCI,405
PVD,PBI,1222
BUF,DCA,296
MHT,HOU,1609
EFD,FLL,965
FLL,IAD,946
BNA,BWI,587
IND,SNA,1814
EWR,IAD,264
HOU,JAN,359
HOU,SDF,803
ATL,FLL,595
ATL,BOS,952
GRR,LAX,1874
DFW,SAN,1182
SDF,MIA,911
ONT,IAD,2329
DTW,SNA,1979
ONT,SYR,2351
DFW,IAD,1217
IND,PIE,840
DFW,RDU,1062
MSP,LGA,1057
JAX,SNA,2153
BDL,BWI,326
EFD,SLC,1220
ISP,PHF,337
SAV,IAD,549
PDX,SFO,569
SWF,OMA,1188
AUS,MHT,1698
XNA,LGA,1159
AMA,DAL,324
JFK,OMA,1188
FLL,SWF,1139
MDW,ONT,1751
LAS,ONT,236
ATL,DTT,602
DFW,RIC,1158
ABQ,SNA,677
DFW,PHX,879
CHI,MCO,1005
LGB,PBI,2330
BNA,WAS,587
LGA,ORF,337
IAH,HPN,1465
MHT,DAL,1562
PHL,SJC,2521
DSM,BWI,910
PIT,OAK,2254
ONT,BNA,1797
CVG,LAX,1900
LIT,BUR,1494
DAL,JAX,919
CVG,BUR,1900
MHT,MKE,860
DAL,DTW,987
LGB,ROC,2272
MDW,MIA,1197
MSY,TPA,487
SJC,TPA,2393
DFW,TPA,929
AUS,BOS,1698
CAE,IAD,437
MDW,DTW,235
FLL,SAT,1145
BOS,BUR,2611
LGB,PSC,871
ATL,LAX,1946
GRR,DCA,528
MSY,HPN,1218
SNA,SWF,2510
CMH,BNA,337
MHT,ROC,343
IAH,ISP,1465
CAK,JAX,753
HOU,PHF,1209
SNA,PHF,2371
MDW,LIT,552
PVD,CLE,563
BOS,LAS,2381
CLE,MCO,895
BDL,TPA,1111
DTW,LGA,540
EFD,SAN,1320
MDW,CLE,344
MHT,STL,1046
SNA,SAT,1211
SWF,OAK,2619
BOS,OAK,2704
MDT,FLL,1013
ORF,MCO,662
PVD,PHL,290
EWR,SYR,222
SLC,DCA,1864
CLE,LGA,458
MDW,CLE,344
PHX,BWI,1999
DFW,LGB,1246
BHM,IAD,682
OKC,SFO,1384
PVD,PDX,2537
RSW,IAD,919
SAV,WAS,549
CLT,HOU,920
LAX,BNA,1797
HPN,PIT,375
ROC,TPA,1079
CVG,SFO,2036
ATL,MDW,606
LGB,DCA,2329
ORD,PHX,1445
LGB,PBI,2330
SDF,SWF,699
BOS,RDU,625
CAK,BDL,475
LIT,LGA,1125
MEM,FLL,860
GRR,ONT,1874
FLL,SYR,1217
MSN,SFO,1772
CLT,CAK,430
IAH,SWF,1465
HOU,JAX,817
LGB,OMA,1330
ATL,DFW,732
CMH,TPA,829
CAK,DCA,314
MSY,LGA,1218
ELP,SWF,1944
EWR,RDU,463
PVD,DAL,1562
BOI,SJC,523
ORD,SDF,286
IAH,PHL,1335
SAN,TPA,2087
SNA,SDF,1842
CMH,IAD,337
LAX,STS,399
COS,HPN,1645
MHT,LGB,2611
TYS,IAD,464
MEM,SWF,1002
RSW,JFK,1120
IND,SNA,1814
MKC,MCO,1072
ORD,STL,258
EWR,TPA,1056
ONT,TUS,453
BOS,JAX,1028
LAX,SJC,372
DTT,STL,451
IAH,RDU,1050
FLL,RDU,700
ISP,OAK,2619
ABQ,OAK,896
LAS,IAD,2106
CLE,HOU,1107
ATL,EWR,795
ORD,PDX,1751
MDW,RIC,642
DSM,ISP,1071
CLT,DFW,936
EUG,SJC,471
TUS,IAD,1976
ORD,OAK,1855
LGB,DCA,2329
ATL,BUR,1946
DAY,JFK,590
BHM,MIA,661
CMH,JFK,519
BNA,DCA,587
ORD,ROC,528
MHT,OAK,2704
SWF,TPA,1048
ORD,OKC,693
FLL,SWF,1139
DFW,PIT,1068
GSP,LGA,643
MHT,SMF,2636
BUR,MCO,2217
DFW,EWR,1428
MHT,RDU,625
MHT,DCA,418
MHT,TPA,1204
LAX,TUS,453
ORD,SRQ,1050
ORD,CVG,264
BUR,RNO,415
MSY,DCA,998
HOU,MCI,666
SNA,RNO,415
EUG,SFO,471
DFW,SAN,1182
DFW,TUS,824
ORD,JAX,865
IAH,PIT,1131
LGA,SJC,2619
LIT,DCA,912
SNA,TUL,1283
DFW,ORF,1212
RSW,DCA,919
CVG,EFD,886
DAL,MSP,853
CVG,SFO,2036
CMH,EFD,1001
IAH,SJC,1657
DFW,HRL,461
MDW,DEN,895
LAS,BWI,2106
BOS,BNA,943
CVG,JFK,626
GRR,BWI,528
CLE,JFK,458
CMH,TPA,829
PHF,SJC,2519
AUS,SJC,1504
MCI,SDF,491
LAX,MCO,2217
HPN,SJC,2619
BLI,BUR,1071
HPN,PIT,375
JAN,IAD,888
IAH,SWF,1465
LAS,SNA,236
AUS,DFW,190
ELP,BUR,715
CRP,HOU,201
CHI,SFO,1855
EWR,STL,929
IAH,HPN,1465
FLL,SFO,2585
DAL,LAX,1246
DSM,JFK,1071
DAL,SFO,1476
AUS,BWI,1340
OKC,SFO,1384
IAH,ONT,1397
EYW,HPN,1249
ISP,SLC,2021
SFO,DCA,2457
DAL,SNA,1246
HPN,ROC,285
MSP,JFK,1057
COS,ONT,833
MKE,EWR,777
DFW,TUL,237
ABQ,CHI,1123
MDW,JAN,677
CHI,SJC,1855
MDW,SAN,1729
JFK,SFO,2619
CMH,IAD,336
JFK,DCA,251
RNO,IAD,2286
CHS,ORD,760
IND,SNA,1814
MCI,JFK,1148
MDW,RNO,1680
SNA,ICT,1203
BUR,RIC,2305
DSM,LGB,1447
EWR,SLC,2021
BHM,LAX,1815
TUS,DCA,1976
SNA,HPN,2510
DFW,MCI,461
GRR,LAX,1874
ORD,OAK,1855
MDW,BDL,783
EFD,RDU,1050
PSP,SJC,421
GSP,HPN,643
SNA,SDF,1842
MSY,BWI,998
LIT,LAX,1494
DAL,PHL,1303
ONT,MEM,1619
IAH,PHX,1020
ACY,MIA,998
CLE,LGB,2073
XNA,LGA,1187
LGB,SLC,590
MDW,ORF,717
PHF,MCO,662
LAS,HPN,2283
IAH,MCI,668
LAX,MEM,1619
ECP,DCA,798
MSN,IAD,714
BTR,DFW,383
CLT,HPN,575
DTW,SEA,1938
LAX,TPA,2158
JAX,LGA,870
SDF,SWF,699
ALB,LAX,2467
ALB,ONT,2467
SJC,IAD,2457
LAX,RDU,2239
JFK,RIC,325
DTT,HOU,1103
BDL,DCA,326
PIE,BWI,850
RSW,DCA,919
SWF,PNS,1063
CVG,ONT,1900
BOS,RSW,1272
LAS,MIA,2175
MHT,DAL,1562
LAX,FLL,2342
MHT,PHL,289
COS,DFW,592
SDF,MIA,911
ORD,MCI,405
ORD,BNA,409
BUR,JFK,2510
MSP,LGA,1057
BOS,RIC,487
CLE,LAS,1846
AUS,NYC,1556
BWI,PBI,883
ORD,JAX,865
LAS,SFO,414
TYS,SWF,684
CLE,HOU,1107
MDW,CLE,344
MDW,IAD,622
PHX,SJC,651
DAL,SDF,733
BNA,HPN,803
DAL,LAX,1246
ORF,OAK,2519
LGB,SAT,1211
COS,DFW,603
EWR,SYR,222
DFW,PBI,1103
BUR,PIT,2136
DAL,ONT,1246
PHL,SJC,2521
ONT,TUS,453
DFW,STL,550
PHX,IAD,1999
LAX,SAN,122
DEN,TPA,1506
EWR,IAD,265
FNT,PIE,1040
MIA,PHX,1972
OAK,GEG,742
MSN,LGA,850
BOS,SDF,829
CAK,MCI,711
GSO,ISP,493
AUS,ISP,1559
PVD,DAL,1562
AUS,MDW,978
MSP,IAD,936
LAS,JFK,2283
MDW,SAT,1041
JAN,DCA,888
JAX,OAK,2366
CAK,DTW,133
BDL,SFO,2625
GSO,JFK,492
ELP,DCA,1741
PVD,PHX,2300
PHF,OAK,2519
BHM,LAX,1815
HSV,BWI,641
DFW,DSM,624
DFW,PHF,1213
BHM,LGA,902
HOU,PHX,1020
LGB,MEM,1619
MCI,ISP,1148
SWF,TPA,1048
CAK,DCA,314
HPN,STL,928
CLT,SNA,2125
SDF,JFK,699
MDW,JFK,773
CLT,LGB,2125
JFK,MCO,989
MIA,PDX,2700
MDW,LGA,773
BUR,IAD,2329
DFW,IAH,247
DTW,TPA,995
MIA,PDX,2700
DFW,IAD,1217
HPN,TUL,1271
DFW,IND,762
IND,MIA,1021
SDF,JFK,699
PHF,BWI,159
MSP,IAD,936
MCO,IAD,787
LIT,LAX,1494
LAX,LGA,2510
PHX,SFO,651
SDF,LGA,699
MSY,IAD,998
MSY,DCA,998
HOU,SAT,192
DAY,EWR,590
MHT,LAX,2611
JAN,DCA,888
PVD,MDW,867
ABQ,IAD,1670
OMA,IAD,1025
COS,LGA,1678
MDW,ISP,773
CVG,ONT,1900
DAL,SJC,1476
DTW,RSW,1085
LAS,EWR,2282
DAL,LBB,293
SLC,DCA,1864
PVD,SJC,2704
LAX,MIA,2342
EUG,LAX,776
ONT,SFO,372
HPN,IAD,265
AUS,LAX,1242
ONT,SFO,372
DTW,LGA,540
ONT,HPN,2510
CMH,LGB,1996
COS,OAK,963
EFD,LGA,1465
DFW,GSO,999
